Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,Implied Volatility,Delta,Gamma,Theta,Vega,OptionType,Expiration
576.00,17.53,17.83,19.09,20.34,0,11,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
577.00,17.00,17.00,17.75,18.50,0,13,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
578.00,15.14,15.98,17.08,18.17,0,53,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
579.00,16.04,15.72,15.84,15.95,0,35,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
580.00,15.00,14.76,14.86,14.96,0,128,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
581.00,14.10,13.84,13.92,14.00,0,133,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
582.00,13.19,12.87,12.97,13.07,0,81,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
583.00,12.19,11.98,12.05,12.11,0,204,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
584.00,10.54,11.07,11.17,11.26,0,133,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
585.00,10.26,10.21,10.30,10.38,0,227,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
586.00,9.69,9.33,9.39,9.44,0,225,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
587.00,8.77,8.47,8.55,8.63,0,125,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
588.00,7.90,7.69,7.75,7.80,0,179,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
589.00,7.05,6.88,6.94,6.99,0,"1,833",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
590.00,6.36,6.10,6.15,6.19,0,"1,983",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
591.00,5.61,5.41,5.46,5.50,0,"1,126",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
592.00,4.75,4.70,4.75,4.79,0,"1,812",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
593.00,4.18,4.05,4.07,4.10,0,"4,054",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-02-28
594.00,3.51,3.49,3.51,3.53,0,"2,786",11.63%,0.81,0.0756,-0.56,0.09,Call,2025-02-28
595.00,2.93,2.92,2.94,2.96,0,"6,146",13.43%,0.69,0.0835,-0.78,0.11,Call,2025-02-28
596.00,2.37,2.38,2.39,2.40,0,"4,515",14.25%,0.60,0.0867,-0.90,0.12,Call,2025-02-28
597.00,1.94,1.91,1.93,1.95,0,"4,666",15.00%,0.51,0.0850,-0.97,0.12,Call,2025-02-28
598.00,1.51,1.51,1.52,1.52,0,"5,526",15.42%,0.43,0.0815,-0.98,0.12,Call,2025-02-28
599.00,1.19,1.16,1.17,1.19,0,"7,528",15.81%,0.35,0.0752,-0.94,0.12,Call,2025-02-28
600.00,0.89,0.88,0.89,0.90,0,"11,677",16.09%,0.29,0.0676,-0.87,0.11,Call,2025-02-28
601.00,0.66,0.64,0.65,0.66,0,"10,652",16.20%,0.22,0.0590,-0.77,0.09,Call,2025-02-28
602.00,0.50,0.47,0.48,0.48,0,"9,888",16.43%,0.17,0.0498,-0.67,0.08,Call,2025-02-28
603.00,0.34,0.33,0.34,0.34,0,"8,319",16.55%,0.13,0.0409,-0.56,0.07,Call,2025-02-28
604.00,0.23,0.23,0.24,0.24,0,"9,994",16.73%,0.10,0.0326,-0.45,0.05,Call,2025-02-28
605.00,0.16,0.15,0.16,0.16,0,"13,004",16.73%,0.07,0.0250,-0.35,0.04,Call,2025-02-28
606.00,0.11,0.10,0.11,0.11,0,"5,138",16.90%,0.05,0.0189,-0.27,0.03,Call,2025-02-28
607.00,0.08,0.07,0.08,0.08,0,"11,284",17.28%,0.04,0.0144,-0.21,0.02,Call,2025-02-28
608.00,0.05,0.04,0.05,0.05,0,"15,628",17.18%,0.02,0.0100,-0.15,0.02,Call,2025-02-28
609.00,0.04,0.03,0.04,0.04,0,"5,109",17.81%,0.02,0.0078,-0.12,0.01,Call,2025-02-28
610.00,0.03,0.02,0.03,0.03,0,"8,197",18.20%,0.01,0.0058,-0.09,0.01,Call,2025-02-28
611.00,0.02,0.02,0.03,0.03,0,"5,788",19.40%,0.01,0.0051,-0.10,0.01,Call,2025-02-28
612.00,0.02,0.01,0.02,0.02,0,"4,561",19.32%,0.01,0.0035,-0.06,0.01,Call,2025-02-28
613.00,0.01,0.01,0.02,0.02,0,"2,587",20.44%,0.01,0.0031,-0.06,0.01,Call,2025-02-28
614.00,0.01,0.00,0.01,0.01,0,"2,631",19.18%,0.00,0.0014,-0.03,0.00,Call,2025-02-28
615.00,0.01,0.00,0.01,0.01,0,"6,516",20.19%,0.00,0.0013,-0.03,0.00,Call,2025-02-28
616.00,0.01,0.00,0.01,0.01,0,"1,657",21.19%,0.00,0.0012,-0.03,0.00,Call,2025-02-28
617.00,-,0.00,0.01,0.01,0,"2,049",22.18%,0.00,0.0011,-0.03,0.00,Call,2025-02-28
618.00,0.01,0.00,0.01,0.01,0,"1,937",23.17%,0.00,0.0010,-0.03,0.00,Call,2025-02-28
619.00,0.01,0.00,0.01,0.01,0,943,24.16%,0.00,0.0009,-0.03,0.00,Call,2025-02-28
620.00,0.01,0.00,0.01,0.01,0,"1,272",25.14%,0.00,0.0009,-0.03,0.00,Call,2025-02-28
621.00,0.01,0.00,0.01,0.01,0,"1,196",26.10%,0.00,0.0008,-0.03,0.00,Call,2025-02-28
622.00,-,0.00,0.01,0.01,0,544,27.07%,0.00,0.0008,-0.03,0.00,Call,2025-02-28
623.00,-,0.00,0.01,0.01,0,"3,113",28.04%,0.00,0.0007,-0.03,0.00,Call,2025-02-28
624.00,-,0.00,0.01,0.01,0,161,29.00%,0.00,0.0007,-0.03,0.00,Call,2025-02-28
625.00,0.01,0.00,0.01,0.01,0,771,29.96%,0.00,0.0006,-0.03,0.00,Call,2025-02-28
626.00,0.01,0.00,0.01,0.01,0,"1,922",30.90%,0.00,0.0006,-0.03,0.00,Call,2025-02-28
627.00,-,0.00,0.01,0.01,0,411,31.85%,0.00,0.0006,-0.03,0.00,Call,2025-02-28
628.00,-,0.00,0.01,0.01,0,364,32.79%,0.00,0.0005,-0.03,0.00,Call,2025-02-28
629.00,-,0.00,0.01,0.01,0,288,33.73%,0.00,0.0005,-0.03,0.00,Call,2025-02-28
630.00,-,0.00,0.01,0.01,0,138,34.67%,0.00,0.0005,-0.03,0.00,Call,2025-02-28
635.00,-,0.00,0.01,0.01,0,241,39.30%,0.00,0.0004,-0.03,0.00,Call,2025-02-28
640.00,0.01,0.00,0.01,0.01,0,6,43.83%,0.00,0.0003,-0.03,0.00,Call,2025-02-28
645.00,-,0.00,0.01,0.01,0,2,48.30%,0.00,0.0003,-0.03,0.00,Call,2025-02-28
650.00,-,0.00,0.01,0.01,0,613,52.70%,0.00,0.0002,-0.03,0.00,Call,2025-02-28
655.00,-,0.00,0.01,0.01,0,204,57.03%,0.00,0.0002,-0.03,0.00,Call,2025-02-28
660.00,-,0.00,0.01,0.01,0,347,61.31%,0.00,0.0002,-0.03,0.00,Call,2025-02-28
665.00,-,0.00,0.01,0.01,0,"1,145",65.52%,0.00,0.0001,-0.03,0.00,Call,2025-02-28
670.00,-,0.00,0.01,0.01,0,840,69.68%,0.00,0.0001,-0.03,0.00,Call,2025-02-28
675.00,-,0.00,0.01,0.01,0,0,73.80%,0.00,0.0001,-0.03,0.00,Call,2025-02-28
680.00,-,0.00,0.01,0.01,0,0,77.85%,0.00,0.0001,-0.03,0.00,Call,2025-02-28
685.00,-,0.00,0.01,0.01,0,0,81.87%,0.00,0.0001,-0.03,0.00,Call,2025-02-28
690.00,-,0.00,0.01,0.01,0,2,85.84%,0.00,0.0001,-0.03,0.00,Call,2025-02-28
695.00,-,0.00,0.01,0.01,0,1,89.76%,0.00,0.0001,-0.03,0.00,Call,2025-02-28
700.00,-,0.00,0.01,0.01,0,0,93.65%,0.00,0.0001,-0.03,0.00,Call,2025-02-28
510.00,-,0.00,0.01,0.01,0,93,94.10%,0.00,0.0001,-0.03,0.00,Put,2025-02-28
515.00,-,0.00,0.01,0.01,0,570,88.69%,0.00,0.0001,-0.03,0.00,Put,2025-02-28
520.00,-,0.00,0.01,0.01,0,"2,098",83.30%,0.00,0.0001,-0.03,0.00,Put,2025-02-28
525.00,0.01,0.00,0.01,0.01,0,"2,299",77.95%,0.00,0.0001,-0.03,0.00,Put,2025-02-28
530.00,0.01,0.00,0.01,0.01,0,"1,119",72.63%,0.00,0.0001,-0.03,0.00,Put,2025-02-28
535.00,0.01,0.00,0.01,0.01,0,376,67.33%,0.00,0.0001,-0.03,0.00,Put,2025-02-28
540.00,0.02,0.01,0.02,0.02,0,962,68.39%,0.00,0.0003,-0.08,0.00,Put,2025-02-28
545.00,0.02,0.01,0.02,0.02,0,358,62.66%,0.00,0.0004,-0.08,0.00,Put,2025-02-28
550.00,0.02,0.01,0.02,0.02,0,"1,067",56.96%,0.00,0.0005,-0.08,0.00,Put,2025-02-28
551.00,0.02,0.01,0.02,0.02,0,939,55.81%,0.00,0.0005,-0.08,0.00,Put,2025-02-28
552.00,0.01,0.01,0.02,0.02,0,"1,145",54.68%,0.00,0.0005,-0.08,0.00,Put,2025-02-28
553.00,0.02,0.01,0.02,0.02,0,973,53.53%,0.00,0.0005,-0.08,0.00,Put,2025-02-28
554.00,0.02,0.01,0.02,0.02,0,"1,365",52.39%,0.00,0.0006,-0.07,0.00,Put,2025-02-28
555.00,0.02,0.01,0.02,0.02,0,"2,542",51.25%,0.00,0.0006,-0.07,0.00,Put,2025-02-28
556.00,0.02,0.01,0.02,0.02,0,"1,708",50.11%,0.00,0.0006,-0.07,0.00,Put,2025-02-28
557.00,0.02,0.01,0.02,0.02,0,"1,045",48.97%,0.00,0.0006,-0.07,0.00,Put,2025-02-28
558.00,0.02,0.01,0.02,0.02,0,"1,646",47.83%,0.00,0.0007,-0.07,0.00,Put,2025-02-28
559.00,0.02,0.01,0.02,0.02,0,"1,921",46.69%,0.00,0.0007,-0.07,0.00,Put,2025-02-28
560.00,0.03,0.01,0.02,0.02,0,"2,573",45.55%,0.00,0.0007,-0.07,0.00,Put,2025-02-28
561.00,0.02,0.01,0.02,0.02,0,"2,097",44.41%,0.00,0.0008,-0.07,0.00,Put,2025-02-28
562.00,0.02,0.01,0.02,0.02,0,"1,550",43.26%,0.00,0.0008,-0.07,0.00,Put,2025-02-28
563.00,0.02,0.01,0.02,0.02,0,"1,048",42.12%,0.00,0.0008,-0.07,0.00,Put,2025-02-28
564.00,0.03,0.01,0.02,0.02,0,531,40.97%,0.00,0.0009,-0.07,0.00,Put,2025-02-28
565.00,0.03,0.02,0.03,0.03,0,"1,982",42.11%,-0.01,0.0013,-0.11,0.01,Put,2025-02-28
566.00,0.02,0.02,0.03,0.03,0,"2,368",40.91%,-0.01,0.0013,-0.11,0.01,Put,2025-02-28
567.00,0.03,0.02,0.03,0.03,0,"2,551",39.71%,-0.01,0.0014,-0.11,0.01,Put,2025-02-28
568.00,0.03,0.02,0.03,0.03,0,492,38.51%,-0.01,0.0015,-0.11,0.01,Put,2025-02-28
569.00,0.02,0.02,0.03,0.03,0,"3,578",37.30%,-0.01,0.0016,-0.11,0.01,Put,2025-02-28
570.00,0.03,0.02,0.03,0.03,0,"5,756",36.10%,-0.01,0.0017,-0.11,0.01,Put,2025-02-28
571.00,0.03,0.02,0.03,0.03,0,"4,569",34.89%,-0.01,0.0018,-0.11,0.01,Put,2025-02-28
572.00,0.03,0.02,0.03,0.03,0,"1,831",33.68%,-0.01,0.0019,-0.10,0.01,Put,2025-02-28
573.00,0.03,0.02,0.03,0.03,0,"2,732",32.47%,-0.01,0.0020,-0.10,0.01,Put,2025-02-28
574.00,0.04,0.03,0.04,0.04,0,"1,564",32.59%,-0.01,0.0026,-0.14,0.01,Put,2025-02-28
575.00,0.05,0.04,0.05,0.05,0,"4,868",32.39%,-0.01,0.0032,-0.17,0.01,Put,2025-02-28
576.00,0.05,0.04,0.05,0.05,0,"2,340",31.09%,-0.01,0.0035,-0.16,0.01,Put,2025-02-28
577.00,0.06,0.05,0.06,0.06,0,"2,816",30.64%,-0.02,0.0042,-0.19,0.01,Put,2025-02-28
578.00,0.07,0.07,0.08,0.08,0,"2,911",30.70%,-0.02,0.0053,-0.24,0.02,Put,2025-02-28
579.00,0.08,0.09,0.10,0.10,0,"3,943",30.45%,-0.03,0.0064,-0.29,0.02,Put,2025-02-28
580.00,0.12,0.12,0.13,0.13,0,"10,448",30.42%,-0.03,0.0078,-0.35,0.02,Put,2025-02-28
581.00,0.16,0.16,0.17,0.17,0,"4,910",30.46%,-0.04,0.0095,-0.43,0.03,Put,2025-02-28
582.00,0.22,0.22,0.23,0.23,0,"5,312",30.78%,-0.05,0.0115,-0.53,0.03,Put,2025-02-28
583.00,0.30,0.29,0.30,0.30,0,"4,142",30.95%,-0.07,0.0137,-0.64,0.04,Put,2025-02-28
584.00,0.39,0.38,0.39,0.40,0,"3,169",31.29%,-0.09,0.0161,-0.76,0.05,Put,2025-02-28
585.00,0.51,0.49,0.50,0.51,0,"21,695",31.51%,-0.11,0.0185,-0.89,0.06,Put,2025-02-28
586.00,0.65,0.64,0.65,0.65,0,"4,256",31.92%,-0.13,0.0210,-1.04,0.07,Put,2025-02-28
587.00,0.76,0.79,0.80,0.81,0,"3,215",32.08%,-0.15,0.0235,-1.17,0.07,Put,2025-02-28
588.00,0.98,0.98,0.99,1.00,0,"5,407",32.34%,-0.18,0.0259,-1.31,0.08,Put,2025-02-28
589.00,1.15,1.19,1.19,1.20,0,"3,988",32.41%,-0.21,0.0282,-1.43,0.09,Put,2025-02-28
590.00,1.45,1.42,1.43,1.44,0,"17,328",32.50%,-0.24,0.0305,-1.55,0.10,Put,2025-02-28
591.00,1.71,1.69,1.70,1.71,0,"4,819",32.60%,-0.27,0.0325,-1.67,0.10,Put,2025-02-28
592.00,1.96,2.00,2.01,2.02,0,"6,334",32.76%,-0.30,0.0342,-1.77,0.11,Put,2025-02-28
593.00,2.36,2.35,2.36,2.36,0,"18,231",32.91%,-0.34,0.0357,-1.86,0.11,Put,2025-02-28
594.00,2.66,2.73,2.75,2.76,0,"19,234",33.12%,-0.38,0.0367,-1.94,0.12,Put,2025-02-28
595.00,3.16,3.15,3.17,3.18,0,"4,377",33.25%,-0.42,0.0375,-2.00,0.12,Put,2025-02-28
596.00,3.51,3.61,3.64,3.67,0,"2,910",33.52%,-0.45,0.0378,-2.04,0.12,Put,2025-02-28
597.00,4.03,4.17,4.21,4.24,0,"2,617",34.21%,-0.49,0.0373,-2.10,0.12,Put,2025-02-28
598.00,4.49,4.74,4.77,4.80,0,"2,527",34.59%,-0.53,0.0368,-2.11,0.12,Put,2025-02-28
599.00,5.26,5.36,5.41,5.45,0,"1,993",35.24%,-0.56,0.0358,-2.13,0.12,Put,2025-02-28
600.00,5.92,6.09,6.14,6.19,0,"2,538",36.45%,-0.60,0.0340,-2.16,0.12,Put,2025-02-28
601.00,7.52,6.84,6.92,7.00,0,"1,157",37.81%,-0.62,0.0321,-2.20,0.12,Put,2025-02-28
602.00,8.18,7.58,7.67,7.75,0,"2,338",38.65%,-0.65,0.0306,-2.18,0.12,Put,2025-02-28
603.00,9.27,8.47,8.58,8.69,0,"2,094",40.79%,-0.67,0.0283,-2.25,0.11,Put,2025-02-28
604.00,10.16,9.43,9.50,9.57,0,947,42.86%,-0.69,0.0263,-2.31,0.11,Put,2025-02-28
605.00,10.96,10.35,10.42,10.48,0,"1,101",44.77%,-0.71,0.0245,-2.35,0.11,Put,2025-02-28
606.00,12.56,11.26,11.37,11.47,0,"1,168",46.90%,-0.72,0.0229,-2.41,0.10,Put,2025-02-28
607.00,12.15,12.28,12.36,12.45,0,858,49.45%,-0.73,0.0213,-2.49,0.10,Put,2025-02-28
608.00,14.59,12.19,13.47,14.74,0,93,52.93%,-0.74,0.0197,-2.64,0.10,Put,2025-02-28
609.00,10.84,12.98,14.36,15.74,0,147,54.33%,-0.75,0.0187,-2.64,0.10,Put,2025-02-28
610.00,10.53,13.96,15.35,16.73,0,4,56.58%,-0.76,0.0176,-2.69,0.10,Put,2025-02-28
611.00,12.45,14.44,16.09,17.73,0,30,56.18%,-0.78,0.0169,-2.55,0.09,Put,2025-02-28
612.00,16.69,15.45,17.09,18.73,0,3,58.51%,-0.78,0.0160,-2.62,0.09,Put,2025-02-28
613.00,-,16.46,18.09,19.72,0,1,60.76%,-0.79,0.0151,-2.67,0.09,Put,2025-02-28
614.00,20.29,17.40,19.06,20.72,0,0,62.63%,-0.80,0.0144,-2.70,0.09,Put,2025-02-28
615.00,-,18.45,19.92,21.39,0,7,63.18%,-0.81,0.0138,-2.62,0.08,Put,2025-02-28
616.00,-,19.46,21.09,22.72,0,6,67.31%,-0.81,0.0130,-2.82,0.09,Put,2025-02-28
617.00,-,21.77,22.37,22.96,0,0,72.64%,-0.80,0.0123,-3.12,0.09,Put,2025-02-28
618.00,24.81,21.46,23.09,24.72,0,1,71.55%,-0.82,0.0119,-2.92,0.08,Put,2025-02-28
619.00,-,22.76,24.25,25.73,0,0,75.51%,-0.81,0.0114,-3.11,0.08,Put,2025-02-28
620.00,-,23.48,25.10,26.72,0,2,75.83%,-0.82,0.0109,-3.01,0.08,Put,2025-02-28
621.00,-,25.77,26.36,26.95,0,0,81.07%,-0.82,0.0105,-3.30,0.08,Put,2025-02-28
622.00,-,25.54,27.13,28.72,0,6,80.29%,-0.83,0.0101,-3.12,0.08,Put,2025-02-28
623.00,-,26.46,28.09,29.72,0,0,81.79%,-0.83,0.0098,-3.12,0.08,Put,2025-02-28
624.00,-,28.16,29.44,30.72,0,0,88.21%,-0.82,0.0094,-3.51,0.08,Put,2025-02-28
625.00,-,28.46,30.09,31.72,0,0,85.75%,-0.84,0.0091,-3.20,0.08,Put,2025-02-28
626.00,-,29.95,31.45,32.95,0,0,92.37%,-0.83,0.0088,-3.60,0.08,Put,2025-02-28
627.00,-,30.53,32.13,33.72,0,0,90.12%,-0.84,0.0085,-3.30,0.07,Put,2025-02-28
628.00,-,31.48,33.10,34.72,0,0,91.72%,-0.85,0.0082,-3.31,0.07,Put,2025-02-28
629.00,-,32.54,34.21,35.88,0,0,95.13%,-0.85,0.0080,-3.46,0.07,Put,2025-02-28
630.00,32.00,33.46,35.19,36.91,0,1,96.70%,-0.85,0.0077,-3.47,0.07,Put,2025-02-28
635.00,-,38.53,40.16,41.79,0,0,105.70%,-0.86,0.0067,-3.60,0.07,Put,2025-02-28
640.00,-,43.95,45.27,46.59,0,0,116.40%,-0.87,0.0059,-3.86,0.07,Put,2025-02-28
645.00,-,48.97,50.44,51.91,0,0,127.85%,-0.87,0.0053,-4.19,0.07,Put,2025-02-28
650.00,-,53.44,55.21,56.97,0,0,132.85%,-0.88,0.0048,-4.03,0.06,Put,2025-02-28
655.00,-,58.45,60.22,61.98,0,0,141.41%,-0.89,0.0043,-4.16,0.06,Put,2025-02-28
660.00,-,63.44,65.18,66.92,0,0,149.01%,-0.89,0.0039,-4.21,0.06,Put,2025-02-28
665.00,-,68.45,70.22,71.98,0,0,157.66%,-0.90,0.0036,-4.35,0.06,Put,2025-02-28
670.00,-,73.45,75.20,76.94,0,0,165.16%,-0.90,0.0034,-4.41,0.05,Put,2025-02-28
675.00,-,78.61,80.26,81.91,0,0,174.10%,-0.90,0.0032,-4.59,0.05,Put,2025-02-28
680.00,-,83.45,85.18,86.90,0,0,180.07%,-0.91,0.0029,-4.55,0.05,Put,2025-02-28
685.00,-,88.45,90.20,91.95,0,0,187.99%,-0.91,0.0027,-4.66,0.05,Put,2025-02-28
690.00,-,93.45,95.21,96.97,0,0,195.52%,-0.91,0.0026,-4.75,0.05,Put,2025-02-28
695.00,-,98.45,100.21,101.97,0,0,202.73%,-0.92,0.0024,-4.82,0.05,Put,2025-02-28
700.00,-,103.45,105.18,106.91,0,0,209.19%,-0.92,0.0023,-4.84,0.05,Put,2025-02-28
510.00,84.40,83.37,84.82,86.26,0,19,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
515.00,-,78.34,79.98,81.62,0,10,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
520.00,-,73.32,74.97,76.62,0,0,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
525.00,-,68.16,69.73,71.30,0,0,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
530.00,-,63.18,64.76,66.33,0,0,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
535.00,58.89,58.21,59.92,61.62,0,1,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
540.00,-,53.19,54.67,56.14,0,9,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
545.00,-,48.17,49.90,51.63,0,1,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
550.00,-,43.32,44.72,46.11,0,10,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
551.00,42.69,42.14,43.85,45.56,0,1,0.00%,1.00,0.0000,-0.06,0.00,Call,2025-03-03
552.00,-,41.13,42.92,44.70,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
553.00,-,41.12,41.74,42.36,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
554.00,-,40.14,40.75,41.37,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
555.00,-,38.19,39.83,41.48,0,1,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
556.00,-,37.40,39.02,40.64,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
557.00,-,36.40,37.86,39.32,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
558.00,-,35.20,36.70,38.19,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
559.00,-,34.20,35.96,37.71,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
560.00,34.45,33.40,35.06,36.71,0,3,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
561.00,-,32.22,33.97,35.71,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
562.00,-,32.12,33.22,34.31,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
563.00,-,30.44,31.79,33.13,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
564.00,-,29.27,30.69,32.11,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
565.00,-,28.36,29.36,30.35,0,10,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
566.00,-,27.52,28.81,30.11,0,5,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
567.00,26.77,26.41,27.76,29.11,0,380,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
568.00,-,25.33,26.72,28.11,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
569.00,-,24.18,25.67,27.15,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
570.00,24.87,23.23,24.68,26.12,0,22,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
571.00,-,22.18,23.66,25.13,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
572.00,-,21.17,22.65,24.12,0,11,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
573.00,-,20.16,21.64,23.12,0,0,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
574.00,23.74,19.19,20.58,21.96,0,3,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
575.00,21.01,18.62,19.88,21.13,0,3,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
576.00,17.53,17.83,19.09,20.34,0,11,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
577.00,17.00,17.00,17.75,18.50,0,13,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
578.00,15.14,15.98,17.08,18.17,0,53,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
579.00,16.04,15.72,15.84,15.95,0,35,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
580.00,15.00,14.76,14.86,14.96,0,128,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
581.00,14.10,13.84,13.92,14.00,0,133,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
582.00,13.19,12.87,12.97,13.07,0,81,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
583.00,12.19,11.98,12.05,12.11,0,204,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
584.00,10.54,11.07,11.17,11.26,0,133,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
585.00,10.26,10.21,10.30,10.38,0,227,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
586.00,9.69,9.33,9.39,9.44,0,225,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
587.00,8.77,8.47,8.55,8.63,0,125,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
588.00,7.90,7.69,7.75,7.80,0,179,0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
589.00,7.05,6.88,6.94,6.99,0,"1,833",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
590.00,6.36,6.10,6.15,6.19,0,"1,983",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
591.00,5.61,5.41,5.46,5.50,0,"1,126",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
592.00,4.75,4.70,4.75,4.79,0,"1,812",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
593.00,4.18,4.05,4.07,4.10,0,"4,054",0.00%,1.00,0.0000,-0.07,0.00,Call,2025-03-03
594.00,3.51,3.49,3.51,3.53,0,"2,786",11.63%,0.81,0.0756,-0.56,0.09,Call,2025-03-03
595.00,2.93,2.92,2.94,2.96,0,"6,146",13.43%,0.69,0.0835,-0.78,0.11,Call,2025-03-03
596.00,2.37,2.38,2.39,2.40,0,"4,515",14.25%,0.60,0.0867,-0.90,0.12,Call,2025-03-03
597.00,1.94,1.91,1.93,1.95,0,"4,666",15.00%,0.51,0.0850,-0.97,0.12,Call,2025-03-03
598.00,1.51,1.51,1.52,1.52,0,"5,526",15.42%,0.43,0.0815,-0.98,0.12,Call,2025-03-03
599.00,1.19,1.16,1.17,1.19,0,"7,528",15.81%,0.35,0.0752,-0.94,0.12,Call,2025-03-03
600.00,0.89,0.88,0.89,0.90,0,"11,677",16.09%,0.29,0.0676,-0.87,0.11,Call,2025-03-03
601.00,0.66,0.64,0.65,0.66,0,"10,652",16.20%,0.22,0.0590,-0.77,0.09,Call,2025-03-03
602.00,0.50,0.47,0.48,0.48,0,"9,888",16.43%,0.17,0.0498,-0.67,0.08,Call,2025-03-03
603.00,0.34,0.33,0.34,0.34,0,"8,319",16.55%,0.13,0.0409,-0.56,0.07,Call,2025-03-03
604.00,0.23,0.23,0.24,0.24,0,"9,994",16.73%,0.10,0.0326,-0.45,0.05,Call,2025-03-03
605.00,0.16,0.15,0.16,0.16,0,"13,004",16.73%,0.07,0.0250,-0.35,0.04,Call,2025-03-03
606.00,0.11,0.10,0.11,0.11,0,"5,138",16.90%,0.05,0.0189,-0.27,0.03,Call,2025-03-03
607.00,0.08,0.07,0.08,0.08,0,"11,284",17.28%,0.04,0.0144,-0.21,0.02,Call,2025-03-03
608.00,0.05,0.04,0.05,0.05,0,"15,628",17.18%,0.02,0.0100,-0.15,0.02,Call,2025-03-03
