Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,IV,Delta,Gamma,Theta,Vega,OptionType,Expiration,IV,Last_Price,OI,UndPrice
42.50,-,24.65,24.83,25.00,0,1,637.07%,-0.77,0.0219,-0.44,0.01,Put,2025-11-19,6.3707,,1,16.41
45.00,-,27.15,27.33,27.50,0,16,663.03%,-0.77,0.0208,-0.45,0.01,Put,2025-11-19,6.6303,,16,16.41
47.50,-,29.65,29.83,30.00,0,0,687.12%,-0.77,0.0199,-0.46,0.01,Put,2025-11-19,6.8712,,0,16.41
50.00,-,32.15,32.33,32.50,0,0,709.60%,-0.78,0.0190,-0.47,0.01,Put,2025-11-19,7.096,,0,16.41
55.00,-,37.15,37.33,37.50,0,0,750.45%,-0.79,0.0177,-0.49,0.01,Put,2025-11-19,7.5045,,0,16.41
60.00,-,42.15,42.33,42.50,0,0,786.80%,-0.79,0.0166,-0.51,0.01,Put,2025-11-19,7.867999999999999,,0,16.41
65.00,47.30,47.15,47.33,47.50,6,62,819.53%,-0.80,0.0158,-0.52,0.01,Put,2025-11-19,8.1953,47.3,62,16.41
70.00,-,52.15,52.33,52.50,0,0,849.27%,-0.80,0.0150,-0.53,0.01,Put,2025-11-19,8.4927,,0,16.41
75.00,-,57.15,57.33,57.50,0,0,876.51%,-0.80,0.0144,-0.54,0.01,Put,2025-11-19,8.7651,,0,16.41
80.00,-,62.15,62.33,62.50,0,0,901.63%,-0.80,0.0139,-0.55,0.01,Put,2025-11-19,9.0163,,0,16.41
85.00,-,67.15,67.33,67.50,0,0,924.93%,-0.81,0.0135,-0.56,0.01,Put,2025-11-19,9.2493,,0,16.41
90.00,-,72.15,72.33,72.50,0,62,946.64%,-0.81,0.0131,-0.57,0.01,Put,2025-11-19,9.4664,,62,16.41
95.00,77.25,77.15,77.33,77.50,3,0,966.98%,-0.81,0.0127,-0.58,0.01,Put,2025-11-19,9.6698,77.25,0,16.41
100.00,-,82.15,82.33,82.50,0,0,986.09%,-0.81,0.0124,-0.59,0.01,Put,2025-11-19,9.8609,,0,16.41
10.00,-,5.90,7.85,9.80,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,,0,16.41
10.50,-,5.40,7.35,9.30,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,,0,16.41
11.00,-,4.90,6.85,8.80,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,,0,16.41
11.50,-,4.40,6.35,8.30,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,,0,16.41
12.00,-,3.90,5.85,7.80,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,,0,16.41
12.50,-,3.40,5.35,7.30,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,,0,16.41
13.00,-,2.93,4.89,6.85,0,3,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,,3,16.41
13.50,-,4.00,4.15,4.30,0,190,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,,190,16.41
14.00,3.55,3.50,3.65,3.80,2,63,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,3.55,63,16.41
14.50,3.45,3.00,3.15,3.30,6,160,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,3.45,160,16.41
15.00,2.76,2.53,2.67,2.81,22,91,0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,2.76,91,16.41
16.00,1.80,1.75,1.81,1.86,272,"1,954",0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,1.8,1954,16.41
17.00,1.13,0.95,1.04,1.13,1188,"1,295",0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,1.13,1295,16.41
18.00,0.58,0.60,0.62,0.63,1922,"2,345",0.00%,1.00,0.0000,0.00,0.00,Call,2025-12-17,0.0,0.58,2345,16.41
19.00,0.45,0.40,0.43,0.45,202,"1,963",45.01%,0.53,0.4017,-0.04,0.01,Call,2025-12-17,0.4501,0.45,1963,16.41
20.00,0.29,0.20,0.26,0.32,706,"2,879",68.99%,0.29,0.2243,-0.05,0.01,Call,2025-12-17,0.6899,0.29,2879,16.41
21.00,0.22,0.15,0.20,0.25,690,"9,204",90.66%,0.19,0.1366,-0.06,0.01,Call,2025-12-17,0.9066,0.22,9204,16.41
22.00,0.20,0.10,0.15,0.20,583,"1,515",106.35%,0.13,0.0924,-0.05,0.00,Call,2025-12-17,1.0635,0.2,1515,16.41
23.00,0.15,0.09,0.13,0.17,84,"1,150",123.42%,0.11,0.0675,-0.05,0.00,Call,2025-12-17,1.2342,0.15,1150,16.41
24.00,0.11,0.11,0.13,0.14,79,865,141.63%,0.09,0.0530,-0.05,0.00,Call,2025-12-17,1.4163,0.11,865,16.41
25.00,0.10,0.07,0.10,0.13,164,"5,598",151.84%,0.07,0.0411,-0.05,0.00,Call,2025-12-17,1.5184,0.1,5598,16.41
26.00,0.10,0.05,0.08,0.11,8,"3,072",160.69%,0.06,0.0323,-0.04,0.00,Call,2025-12-17,1.6069,0.1,3072,16.41
27.00,0.08,0.04,0.07,0.10,6,168,171.23%,0.05,0.0266,-0.04,0.00,Call,2025-12-17,1.7123,0.08,168,16.41
28.00,0.05,0.04,0.07,0.09,1,164,182.66%,0.04,0.0227,-0.04,0.00,Call,2025-12-17,1.8266,0.05,164,16.41
29.00,0.06,0.03,0.06,0.08,4,55,190.22%,0.04,0.0188,-0.03,0.00,Call,2025-12-17,1.9022,0.06,55,16.41
30.00,0.06,0.04,0.06,0.08,134,"2,854",205.35%,0.04,0.0176,-0.04,0.00,Call,2025-12-17,2.0535,0.06,2854,16.41
31.00,0.04,0.02,0.05,0.07,50,53,207.40%,0.03,0.0140,-0.03,0.00,Call,2025-12-17,2.074,0.04,53,16.41
32.00,0.03,0.02,0.05,0.07,2,86,218.31%,0.03,0.0129,-0.03,0.00,Call,2025-12-17,2.1831,0.03,86,16.41
33.00,0.03,0.01,0.03,0.06,1,82,220.55%,0.02,0.0105,-0.03,0.00,Call,2025-12-17,2.2055000000000002,0.03,82,16.41
34.00,-,0.01,0.03,0.06,0,123,230.36%,0.02,0.0097,-0.03,0.00,Call,2025-12-17,2.3036000000000003,,123,16.41
35.00,0.06,0.01,0.03,0.05,1,169,234.81%,0.02,0.0084,-0.02,0.00,Call,2025-12-17,2.3481,0.06,169,16.41
36.00,-,0.00,0.03,0.05,0,46,238.05%,0.01,0.0071,-0.02,0.00,Call,2025-12-17,2.3805,,46,16.41
37.00,-,0.00,0.03,0.05,0,65,246.56%,0.01,0.0067,-0.02,0.00,Call,2025-12-17,2.4656000000000002,,65,16.41
38.00,-,0.00,0.03,0.05,0,60,254.79%,0.01,0.0063,-0.02,0.00,Call,2025-12-17,2.5479,,60,16.41
39.00,-,0.00,0.02,0.04,0,80,255.69%,0.01,0.0053,-0.02,0.00,Call,2025-12-17,2.5569,,80,16.41
40.00,-,0.00,0.02,0.04,0,186,263.26%,0.01,0.0050,-0.02,0.00,Call,2025-12-17,2.6326,,186,16.41
42.50,0.02,0.00,0.02,0.04,2,42,281.22%,0.01,0.0045,-0.02,0.00,Call,2025-12-17,2.8122000000000003,0.02,42,16.41
45.00,-,0.00,0.02,0.03,0,87,288.49%,0.01,0.0034,-0.01,0.00,Call,2025-12-17,2.8849,,87,16.41
47.50,-,0.00,0.02,0.03,0,49,303.78%,0.01,0.0031,-0.01,0.00,Call,2025-12-17,3.0378,,49,16.41
50.00,-,0.00,0.02,0.03,0,702,318.16%,0.01,0.0029,-0.01,0.00,Call,2025-12-17,3.1816000000000004,,702,16.41
55.00,-,0.00,0.02,0.03,0,287,344.52%,0.01,0.0025,-0.01,0.00,Call,2025-12-17,3.4452,,287,16.41
60.00,0.01,0.00,0.02,0.03,29,105,368.24%,0.01,0.0022,-0.02,0.00,Call,2025-12-17,3.6824,0.01,105,16.41
65.00,0.03,0.00,0.02,0.03,6,15,389.78%,0.01,0.0020,-0.02,0.00,Call,2025-12-17,3.8977999999999997,0.03,15,16.41
70.00,-,0.00,0.02,0.03,0,6,409.51%,0.01,0.0019,-0.02,0.00,Call,2025-12-17,4.0950999999999995,,6,16.41
75.00,-,0.00,0.02,0.03,0,5,427.69%,0.01,0.0017,-0.02,0.00,Call,2025-12-17,4.2769,,5,16.41
80.00,-,0.00,0.02,0.03,0,27,444.55%,0.01,0.0016,-0.02,0.00,Call,2025-12-17,4.4455,,27,16.41
85.00,-,0.00,0.01,0.02,0,4,443.22%,0.00,0.0012,-0.01,0.00,Call,2025-12-17,4.4322,,4,16.41
90.00,-,0.00,0.01,0.02,0,4,457.53%,0.00,0.0011,-0.01,0.00,Call,2025-12-17,4.5752999999999995,,4,16.41
95.00,0.02,0.00,0.01,0.02,3,0,470.97%,0.00,0.0011,-0.01,0.00,Call,2025-12-17,4.709700000000001,0.02,0,16.41
100.00,0.01,0.00,0.01,0.02,10,91,483.65%,0.00,0.0010,-0.01,0.00,Call,2025-12-17,4.8365,0.01,91,16.41
10.00,-,0.00,0.00,0.00,0,4,72.51%,0.00,0.0000,0.00,0.00,Put,2025-12-17,0.7251000000000001,,4,16.41
10.50,-,0.00,0.01,0.02,0,0,216.66%,-0.01,0.0036,-0.01,0.00,Put,2025-12-17,2.1666,,0,16.41
11.00,-,0.00,0.01,0.01,0,10,185.54%,0.00,0.0027,0.00,0.00,Put,2025-12-17,1.8554,,10,16.41
11.50,0.01,0.00,0.01,0.01,1,0,171.69%,0.00,0.0032,0.00,0.00,Put,2025-12-17,1.7168999999999999,0.01,0,16.41
12.00,-,0.00,0.01,0.01,0,39,158.39%,0.00,0.0037,0.00,0.00,Put,2025-12-17,1.5838999999999999,,39,16.41
12.50,-,0.00,0.01,0.01,0,0,145.59%,0.00,0.0043,0.00,0.00,Put,2025-12-17,1.4559,,0,16.41
13.00,-,0.00,0.02,0.03,0,8,153.24%,-0.01,0.0094,-0.01,0.00,Put,2025-12-17,1.5324,,8,16.41
13.50,-,0.00,0.02,0.03,0,2,139.79%,-0.01,0.0111,-0.01,0.00,Put,2025-12-17,1.3979,,2,16.41
14.00,-,0.00,0.02,0.03,0,"5,199",126.74%,-0.01,0.0132,-0.01,0.00,Put,2025-12-17,1.2673999999999999,,5199,16.41
14.50,0.01,0.01,0.02,0.02,5,373,114.05%,-0.02,0.0160,-0.01,0.00,Put,2025-12-17,1.1405,0.01,373,16.41
15.00,0.01,0.01,0.02,0.03,61,529,106.37%,-0.02,0.0225,-0.01,0.00,Put,2025-12-17,1.0637,0.01,529,16.41
16.00,0.06,0.04,0.05,0.06,899,"1,494",97.26%,-0.05,0.0506,-0.02,0.00,Put,2025-12-17,0.9726,0.06,1494,16.41
17.00,0.30,0.22,0.31,0.40,678,"1,864",124.13%,-0.19,0.1001,-0.08,0.01,Put,2025-12-17,1.2412999999999998,0.3,1864,16.41
18.00,0.85,0.79,0.91,1.03,69,"2,092",161.61%,-0.34,0.1037,-0.13,0.01,Put,2025-12-17,1.6161,0.85,2092,16.41
19.00,1.71,1.56,1.69,1.82,23,353,196.87%,-0.45,0.0914,-0.18,0.01,Put,2025-12-17,1.9687000000000001,1.71,353,16.41
20.00,2.51,2.43,2.57,2.71,4,"1,647",230.72%,-0.52,0.0786,-0.21,0.01,Put,2025-12-17,2.3072,2.51,1647,16.41
21.00,-,3.35,3.50,3.65,0,404,262.45%,-0.57,0.0682,-0.23,0.01,Put,2025-12-17,2.6245,,404,16.41
22.00,-,4.30,4.45,4.60,0,58,291.25%,-0.60,0.0603,-0.25,0.01,Put,2025-12-17,2.9125,,58,16.41
23.00,5.50,5.30,5.45,5.60,3,188,322.19%,-0.63,0.0535,-0.27,0.01,Put,2025-12-17,3.2218999999999998,5.5,188,16.41
24.00,-,6.25,6.43,6.60,0,205,347.24%,-0.65,0.0487,-0.29,0.01,Put,2025-12-17,3.4724,,205,16.41
25.00,-,7.25,7.40,7.55,0,526,369.92%,-0.66,0.0449,-0.30,0.01,Put,2025-12-17,3.6992000000000003,,526,16.41
26.00,-,8.25,8.40,8.55,0,238,393.75%,-0.68,0.0415,-0.32,0.01,Put,2025-12-17,3.9375,,238,16.41
27.00,-,9.25,9.40,9.55,0,146,415.98%,-0.69,0.0388,-0.33,0.01,Put,2025-12-17,4.159800000000001,,146,16.41
28.00,-,10.20,10.38,10.55,0,2,433.57%,-0.70,0.0366,-0.34,0.01,Put,2025-12-17,4.3357,,2,16.41
29.00,-,11.20,11.38,11.55,0,186,453.15%,-0.71,0.0346,-0.35,0.01,Put,2025-12-17,4.531499999999999,,186,16.41
30.00,-,12.20,12.38,12.55,0,57,471.66%,-0.71,0.0329,-0.36,0.01,Put,2025-12-17,4.716600000000001,,57,16.41
31.00,-,13.20,13.38,13.55,0,51,489.21%,-0.72,0.0314,-0.37,0.01,Put,2025-12-17,4.8921,,51,16.41
32.00,-,14.20,14.38,14.55,0,102,505.90%,-0.72,0.0300,-0.38,0.01,Put,2025-12-17,5.059,,102,16.41
33.00,-,15.20,15.38,15.55,0,9,521.81%,-0.73,0.0289,-0.39,0.01,Put,2025-12-17,5.2181,,9,16.41
34.00,-,16.20,16.38,16.55,0,8,537.01%,-0.73,0.0278,-0.40,0.01,Put,2025-12-17,5.3701,,8,16.41
35.00,17.30,17.20,17.38,17.55,1,13,551.55%,-0.74,0.0269,-0.40,0.01,Put,2025-12-17,5.515499999999999,17.3,13,16.41
36.00,-,18.20,18.38,18.55,0,58,565.50%,-0.74,0.0260,-0.41,0.01,Put,2025-12-17,5.655,,58,16.41
37.00,-,19.15,19.33,19.50,0,9,571.78%,-0.75,0.0253,-0.41,0.01,Put,2025-12-17,5.7177999999999995,,9,16.41
38.00,-,20.20,20.38,20.55,0,12,591.80%,-0.75,0.0245,-0.42,0.01,Put,2025-12-17,5.917999999999999,,12,16.41
39.00,-,21.15,21.33,21.50,0,16,597.00%,-0.76,0.0239,-0.42,0.01,Put,2025-12-17,5.97,,16,16.41
40.00,22.15,22.15,22.33,22.50,19,13,608.94%,-0.76,0.0233,-0.42,0.01,Put,2025-12-17,6.0894,22.15,13,16.41
42.50,-,24.65,24.83,25.00,0,1,637.07%,-0.77,0.0219,-0.44,0.01,Put,2025-12-17,6.3707,,1,16.41
45.00,-,27.15,27.33,27.50,0,16,663.03%,-0.77,0.0208,-0.45,0.01,Put,2025-12-17,6.6303,,16,16.41
47.50,-,29.65,29.83,30.00,0,0,687.12%,-0.77,0.0199,-0.46,0.01,Put,2025-12-17,6.8712,,0,16.41
50.00,-,32.15,32.33,32.50,0,0,709.60%,-0.78,0.0190,-0.47,0.01,Put,2025-12-17,7.096,,0,16.41
55.00,-,37.15,37.33,37.50,0,0,750.45%,-0.79,0.0177,-0.49,0.01,Put,2025-12-17,7.5045,,0,16.41
60.00,-,42.15,42.33,42.50,0,0,786.80%,-0.79,0.0166,-0.51,0.01,Put,2025-12-17,7.867999999999999,,0,16.41
65.00,47.30,47.15,47.33,47.50,6,62,819.53%,-0.80,0.0158,-0.52,0.01,Put,2025-12-17,8.1953,47.3,62,16.41
70.00,-,52.15,52.33,52.50,0,0,849.27%,-0.80,0.0150,-0.53,0.01,Put,2025-12-17,8.4927,,0,16.41
75.00,-,57.15,57.33,57.50,0,0,876.51%,-0.80,0.0144,-0.54,0.01,Put,2025-12-17,8.7651,,0,16.41
80.00,-,62.15,62.33,62.50,0,0,901.63%,-0.80,0.0139,-0.55,0.01,Put,2025-12-17,9.0163,,0,16.41
85.00,-,67.15,67.33,67.50,0,0,924.93%,-0.81,0.0135,-0.56,0.01,Put,2025-12-17,9.2493,,0,16.41
90.00,-,72.15,72.33,72.50,0,62,946.64%,-0.81,0.0131,-0.57,0.01,Put,2025-12-17,9.4664,,62,16.41
95.00,77.25,77.15,77.33,77.50,3,0,966.98%,-0.81,0.0127,-0.58,0.01,Put,2025-12-17,9.6698,77.25,0,16.41
100.00,-,82.15,82.33,82.50,0,0,986.09%,-0.81,0.0124,-0.59,0.01,Put,2025-12-17,9.8609,,0,16.41
10.00,-,5.90,7.85,9.80,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,,0,16.41
10.50,-,5.40,7.35,9.30,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,,0,16.41
11.00,-,4.90,6.85,8.80,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,,0,16.41
11.50,-,4.40,6.35,8.30,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,,0,16.41
12.00,-,3.90,5.85,7.80,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,,0,16.41
12.50,-,3.40,5.35,7.30,0,0,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,,0,16.41
13.00,-,2.93,4.89,6.85,0,3,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,,3,16.41
13.50,-,4.00,4.15,4.30,0,190,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,,190,16.41
14.00,3.55,3.50,3.65,3.80,2,63,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,3.55,63,16.41
14.50,3.45,3.00,3.15,3.30,6,160,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,3.45,160,16.41
15.00,2.76,2.53,2.67,2.81,22,91,0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,2.76,91,16.41
16.00,1.80,1.75,1.81,1.86,272,"1,954",0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,1.8,1954,16.41
17.00,1.13,0.95,1.04,1.13,1188,"1,295",0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,1.13,1295,16.41
18.00,0.58,0.60,0.62,0.63,1922,"2,345",0.00%,1.00,0.0000,0.00,0.00,Call,2026-01-21,0.0,0.58,2345,16.41
19.00,0.45,0.40,0.43,0.45,202,"1,963",45.01%,0.53,0.4017,-0.04,0.01,Call,2026-01-21,0.4501,0.45,1963,16.41
20.00,0.29,0.20,0.26,0.32,706,"2,879",68.99%,0.29,0.2243,-0.05,0.01,Call,2026-01-21,0.6899,0.29,2879,16.41
21.00,0.22,0.15,0.20,0.25,690,"9,204",90.66%,0.19,0.1366,-0.06,0.01,Call,2026-01-21,0.9066,0.22,9204,16.41
22.00,0.20,0.10,0.15,0.20,583,"1,515",106.35%,0.13,0.0924,-0.05,0.00,Call,2026-01-21,1.0635,0.2,1515,16.41
23.00,0.15,0.09,0.13,0.17,84,"1,150",123.42%,0.11,0.0675,-0.05,0.00,Call,2026-01-21,1.2342,0.15,1150,16.41
24.00,0.11,0.11,0.13,0.14,79,865,141.63%,0.09,0.0530,-0.05,0.00,Call,2026-01-21,1.4163,0.11,865,16.41
25.00,0.10,0.07,0.10,0.13,164,"5,598",151.84%,0.07,0.0411,-0.05,0.00,Call,2026-01-21,1.5184,0.1,5598,16.41
26.00,0.10,0.05,0.08,0.11,8,"3,072",160.69%,0.06,0.0323,-0.04,0.00,Call,2026-01-21,1.6069,0.1,3072,16.41
27.00,0.08,0.04,0.07,0.10,6,168,171.23%,0.05,0.0266,-0.04,0.00,Call,2026-01-21,1.7123,0.08,168,16.41
28.00,0.05,0.04,0.07,0.09,1,164,182.66%,0.04,0.0227,-0.04,0.00,Call,2026-01-21,1.8266,0.05,164,16.41
29.00,0.06,0.03,0.06,0.08,4,55,190.22%,0.04,0.0188,-0.03,0.00,Call,2026-01-21,1.9022,0.06,55,16.41
30.00,0.06,0.04,0.06,0.08,134,"2,854",205.35%,0.04,0.0176,-0.04,0.00,Call,2026-01-21,2.0535,0.06,2854,16.41
31.00,0.04,0.02,0.05,0.07,50,53,207.40%,0.03,0.0140,-0.03,0.00,Call,2026-01-21,2.074,0.04,53,16.41
32.00,0.03,0.02,0.05,0.07,2,86,218.31%,0.03,0.0129,-0.03,0.00,Call,2026-01-21,2.1831,0.03,86,16.41
33.00,0.03,0.01,0.03,0.06,1,82,220.55%,0.02,0.0105,-0.03,0.00,Call,2026-01-21,2.2055000000000002,0.03,82,16.41
34.00,-,0.01,0.03,0.06,0,123,230.36%,0.02,0.0097,-0.03,0.00,Call,2026-01-21,2.3036000000000003,,123,16.41
35.00,0.06,0.01,0.03,0.05,1,169,234.81%,0.02,0.0084,-0.02,0.00,Call,2026-01-21,2.3481,0.06,169,16.41
36.00,-,0.00,0.03,0.05,0,46,238.05%,0.01,0.0071,-0.02,0.00,Call,2026-01-21,2.3805,,46,16.41
37.00,-,0.00,0.03,0.05,0,65,246.56%,0.01,0.0067,-0.02,0.00,Call,2026-01-21,2.4656000000000002,,65,16.41
38.00,-,0.00,0.03,0.05,0,60,254.79%,0.01,0.0063,-0.02,0.00,Call,2026-01-21,2.5479,,60,16.41
39.00,-,0.00,0.02,0.04,0,80,255.69%,0.01,0.0053,-0.02,0.00,Call,2026-01-21,2.5569,,80,16.41
40.00,-,0.00,0.02,0.04,0,186,263.26%,0.01,0.0050,-0.02,0.00,Call,2026-01-21,2.6326,,186,16.41
42.50,0.02,0.00,0.02,0.04,2,42,281.22%,0.01,0.0045,-0.02,0.00,Call,2026-01-21,2.8122000000000003,0.02,42,16.41
45.00,-,0.00,0.02,0.03,0,87,288.49%,0.01,0.0034,-0.01,0.00,Call,2026-01-21,2.8849,,87,16.41
47.50,-,0.00,0.02,0.03,0,49,303.78%,0.01,0.0031,-0.01,0.00,Call,2026-01-21,3.0378,,49,16.41
50.00,-,0.00,0.02,0.03,0,702,318.16%,0.01,0.0029,-0.01,0.00,Call,2026-01-21,3.1816000000000004,,702,16.41
55.00,-,0.00,0.02,0.03,0,287,344.52%,0.01,0.0025,-0.01,0.00,Call,2026-01-21,3.4452,,287,16.41
60.00,0.01,0.00,0.02,0.03,29,105,368.24%,0.01,0.0022,-0.02,0.00,Call,2026-01-21,3.6824,0.01,105,16.41
65.00,0.03,0.00,0.02,0.03,6,15,389.78%,0.01,0.0020,-0.02,0.00,Call,2026-01-21,3.8977999999999997,0.03,15,16.41
70.00,-,0.00,0.02,0.03,0,6,409.51%,0.01,0.0019,-0.02,0.00,Call,2026-01-21,4.0950999999999995,,6,16.41
75.00,-,0.00,0.02,0.03,0,5,427.69%,0.01,0.0017,-0.02,0.00,Call,2026-01-21,4.2769,,5,16.41
80.00,-,0.00,0.02,0.03,0,27,444.55%,0.01,0.0016,-0.02,0.00,Call,2026-01-21,4.4455,,27,16.41
85.00,-,0.00,0.01,0.02,0,4,443.22%,0.00,0.0012,-0.01,0.00,Call,2026-01-21,4.4322,,4,16.41
90.00,-,0.00,0.01,0.02,0,4,457.53%,0.00,0.0011,-0.01,0.00,Call,2026-01-21,4.5752999999999995,,4,16.41
95.00,0.02,0.00,0.01,0.02,3,0,470.97%,0.00,0.0011,-0.01,0.00,Call,2026-01-21,4.709700000000001,0.02,0,16.41
100.00,0.01,0.00,0.01,0.02,10,91,483.65%,0.00,0.0010,-0.01,0.00,Call,2026-01-21,4.8365,0.01,91,16.41
10.00,-,0.00,0.00,0.00,0,4,72.51%,0.00,0.0000,0.00,0.00,Put,2026-01-21,0.7251000000000001,,4,16.41
10.50,-,0.00,0.01,0.02,0,0,216.66%,-0.01,0.0036,-0.01,0.00,Put,2026-01-21,2.1666,,0,16.41
11.00,-,0.00,0.01,0.01,0,10,185.54%,0.00,0.0027,0.00,0.00,Put,2026-01-21,1.8554,,10,16.41
11.50,0.01,0.00,0.01,0.01,1,0,171.69%,0.00,0.0032,0.00,0.00,Put,2026-01-21,1.7168999999999999,0.01,0,16.41
12.00,-,0.00,0.01,0.01,0,39,158.39%,0.00,0.0037,0.00,0.00,Put,2026-01-21,1.5838999999999999,,39,16.41
12.50,-,0.00,0.01,0.01,0,0,145.59%,0.00,0.0043,0.00,0.00,Put,2026-01-21,1.4559,,0,16.41
13.00,-,0.00,0.02,0.03,0,8,153.24%,-0.01,0.0094,-0.01,0.00,Put,2026-01-21,1.5324,,8,16.41
13.50,-,0.00,0.02,0.03,0,2,139.79%,-0.01,0.0111,-0.01,0.00,Put,2026-01-21,1.3979,,2,16.41
14.00,-,0.00,0.02,0.03,0,"5,199",126.74%,-0.01,0.0132,-0.01,0.00,Put,2026-01-21,1.2673999999999999,,5199,16.41
14.50,0.01,0.01,0.02,0.02,5,373,114.05%,-0.02,0.0160,-0.01,0.00,Put,2026-01-21,1.1405,0.01,373,16.41
15.00,0.01,0.01,0.02,0.03,61,529,106.37%,-0.02,0.0225,-0.01,0.00,Put,2026-01-21,1.0637,0.01,529,16.41
16.00,0.06,0.04,0.05,0.06,899,"1,494",97.26%,-0.05,0.0506,-0.02,0.00,Put,2026-01-21,0.9726,0.06,1494,16.41
17.00,0.30,0.22,0.31,0.40,678,"1,864",124.13%,-0.19,0.1001,-0.08,0.01,Put,2026-01-21,1.2412999999999998,0.3,1864,16.41
18.00,0.85,0.79,0.91,1.03,69,"2,092",161.61%,-0.34,0.1037,-0.13,0.01,Put,2026-01-21,1.6161,0.85,2092,16.41
19.00,1.71,1.56,1.69,1.82,23,353,196.87%,-0.45,0.0914,-0.18,0.01,Put,2026-01-21,1.9687000000000001,1.71,353,16.41
20.00,2.51,2.43,2.57,2.71,4,"1,647",230.72%,-0.52,0.0786,-0.21,0.01,Put,2026-01-21,2.3072,2.51,1647,16.41
21.00,-,3.35,3.50,3.65,0,404,262.45%,-0.57,0.0682,-0.23,0.01,Put,2026-01-21,2.6245,,404,16.41
22.00,-,4.30,4.45,4.60,0,58,291.25%,-0.60,0.0603,-0.25,0.01,Put,2026-01-21,2.9125,,58,16.41
23.00,5.50,5.30,5.45,5.60,3,188,322.19%,-0.63,0.0535,-0.27,0.01,Put,2026-01-21,3.2218999999999998,5.5,188,16.41
24.00,-,6.25,6.43,6.60,0,205,347.24%,-0.65,0.0487,-0.29,0.01,Put,2026-01-21,3.4724,,205,16.41
25.00,-,7.25,7.40,7.55,0,526,369.92%,-0.66,0.0449,-0.30,0.01,Put,2026-01-21,3.6992000000000003,,526,16.41
26.00,-,8.25,8.40,8.55,0,238,393.75%,-0.68,0.0415,-0.32,0.01,Put,2026-01-21,3.9375,,238,16.41
27.00,-,9.25,9.40,9.55,0,146,415.98%,-0.69,0.0388,-0.33,0.01,Put,2026-01-21,4.159800000000001,,146,16.41
28.00,-,10.20,10.38,10.55,0,2,433.57%,-0.70,0.0366,-0.34,0.01,Put,2026-01-21,4.3357,,2,16.41
29.00,-,11.20,11.38,11.55,0,186,453.15%,-0.71,0.0346,-0.35,0.01,Put,2026-01-21,4.531499999999999,,186,16.41
30.00,-,12.20,12.38,12.55,0,57,471.66%,-0.71,0.0329,-0.36,0.01,Put,2026-01-21,4.716600000000001,,57,16.41
31.00,-,13.20,13.38,13.55,0,51,489.21%,-0.72,0.0314,-0.37,0.01,Put,2026-01-21,4.8921,,51,16.41
32.00,-,14.20,14.38,14.55,0,102,505.90%,-0.72,0.0300,-0.38,0.01,Put,2026-01-21,5.059,,102,16.41
33.00,-,15.20,15.38,15.55,0,9,521.81%,-0.73,0.0289,-0.39,0.01,Put,2026-01-21,5.2181,,9,16.41
34.00,-,16.20,16.38,16.55,0,8,537.01%,-0.73,0.0278,-0.40,0.01,Put,2026-01-21,5.3701,,8,16.41
35.00,17.30,17.20,17.38,17.55,1,13,551.55%,-0.74,0.0269,-0.40,0.01,Put,2026-01-21,5.515499999999999,17.3,13,16.41
36.00,-,18.20,18.38,18.55,0,58,565.50%,-0.74,0.0260,-0.41,0.01,Put,2026-01-21,5.655,,58,16.41
37.00,-,19.15,19.33,19.50,0,9,571.78%,-0.75,0.0253,-0.41,0.01,Put,2026-01-21,5.7177999999999995,,9,16.41
